[03:16:32] [main/INFO]: ModLauncher running: args [--username, Farathil, --version, forge-43.2.14, --gameDir, C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack, --assetsDir, C:\Users\Owner\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 9e5332c4e06f4c85ac9213e09fe24211, --accessToken, ????????, --clientId, ZDEzMzk1ZTAtYWZhZi00NjhkLThjM2MtNjViMzVhNWMyZjE1, --xuid, 2533274940621723, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.14, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[03:16:32] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[03:16:36] [main/INFO]: Found mod file FORGE-blanced_crates1.7.2-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file FpsReducer2-forge-1.19.2-2.1.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file FramedBlocks-6.8.4.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file friendsandfoes-forge-mc1.19.2-1.8.5.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file fusion-1.0.2-forge-mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file Galosphere-1.19.2-1.3.0-Forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file galosphere_delight_1.1.0_forge_1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file geckolib-forge-1.19-3.1.40.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file global_packs-forge-1.19.2-1.14.5_forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file gpumemleakfix-1.19.2-1.6.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file guardvillagers-1.19.2-1.5.6.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file handcrafted-forge-1.19.2-2.0.6.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file hexerei-0.3.2.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file hourglass-1.19.1-1.2.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file hunterillager-1.19.2-8.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file Iceberg-1.19.2-forge-1.1.4.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file idas_forge-1.7.6+1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file immersive_armors-1.5.5+1.19.2-forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file immersive_paintings-0.6.1+1.19.2-forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file ImmersiveEngineering-1.19.2-9.2.2-165.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file ImmersivePosts-1.19.2-4.3.0-6.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file incubation-1.19-3.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file integrated_api_forge-1.2.7+1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file integrated_stronghold_forge-1.0.2+1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file IntegratedCrafting-1.19.2-1.1.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file IntegratedDynamics-1.19.2-1.16.7.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file integratednbt-1.19.2-1.6.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file IntegratedTerminals-1.19.2-1.4.7.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file IntegratedTunnels-1.19.2-1.8.19.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file ItemPhysic_FORGE_v1.6.6_mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file jeed-1.19.2-2.1.4.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file jei-1.19.2-forge-11.6.0.1016.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file jeimultiblocks-1.19.2-0.0.3.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file JustEnoughProfessions-forge-1.19.2-2.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file JustEnoughResources-1.19.2-1.1.0.179.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file Kiwi-1.19.1-forge-8.3.4.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file kleeslabs-forge-1.19.2-12.3.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file konkrete_forge_1.6.1_MC_1.19-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file kotlinforforge-3.12.0-all.jar of type LIBRARY with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file kubejs-create-forge-1902.2.4-build.9.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file kubejs-forge-1902.6.0-build.142.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file kubejs-immersive-engineering-1902.2.2-build.40.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file kubejs-mekanism-1902.1.4-build.11.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file kubejs_botania-1.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file L_Enders_Cataclysm-1.22-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file labels-1.19.2-1.9.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file lazydfu-1.19-1.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file libraryferret-forge-1.19.2-4.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file light-overlay-7.0.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file littlebotanics-1.00-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file littlecontraptions-forge-1.19.2.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file littlelogistics-mc1.19.2-v1.4.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file logprot-1.19.2-1.9.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file lootintegrations-1.19-3.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file macawsbridgesbop-1.19.2-1.3.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file MaxHealthFix-Forge-1.19.2-8.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mcw-bridges-2.1.0-mc1.19.2forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mcw-doors-1.1.0forge-mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mcw-fences-1.0.7-mc1.19.2forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mcw-furniture-3.1.0-mc1.19.2forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mcw-paths-1.0.3forge-mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mcw-trapdoors-1.1.1-mc1.19.2forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mcw-windows-2.1.1-mc1.19.2forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mcwbridgesabnormals-1.19.2-1.1.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mcwfencesbop-1.19.2-1.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mcwfurnituresbop-1.19.2-1.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file Mekanism-1.19.2-10.3.8.477.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file MekanismAdditions-1.19.2-10.3.8.477.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file MekanismGenerators-1.19.2-10.3.8.477.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file MekanismTools-1.19.2-10.3.8.477.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file memorysettings-1.19.2-5.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file minecolonies-1.19.2-1.0.1489-BETA.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file Mirabilis 1.0.7 1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file Mo'Enchantments-1.19.3-1.6.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mo_potions-1.5-RELEASE+1.19.2-MC.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file modernfix-forge-5.3.2+mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file moonlight-1.19.2-2.2.43-forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file more-immersive-wires-1.19.2-1.1.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file morejs-forge-1.19.2-0.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file moreminecarts-1.5.7.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file MouseTweaks-forge-mc1.19-2.23.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file multipiston-1.19.2-1.2.21-ALPHA.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mutil-1.19.2-5.1.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file mvs-3.2-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file NaturesCompass-1.19.2-1.10.0-forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file nerb-1.19.2-0.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file netherportalfix-forge-1.19-10.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file NethersDelight-1.19-3.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file nocube's_farmers_compats_1.0.0_Forge_1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file nocubes_create_compats_1.0.0_forge_1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file notenoughanimations-forge-1.6.2-mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file notenoughcrashes-4.2.1+1.19.2-forge.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file Nullscape_1.19.3_v1.2.1a.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file obscure_api-15.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file oculus-flywheel-compat-1.19.2-0.2.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file oculus-mc1.19.2-1.6.4.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file open-parties-and-claims-forge-1.19.2-0.19.0.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file OpenLoader-Forge-1.19.2-15.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
[03:16:36] [main/INFO]: Found mod file Patchouli-1.19.2-77.jar of type MOD with provider {mods folder locator at C:\Users\Owner\curseforge\minecraft\Instances\Defaced Modpack\mods}
